Count_Nuclei,FileName_Collagen,FileName_Nuclei,ImageNumber,ImageQuality_PowerLogLogSlope_Collagen,ImageQuality_PowerLogLogSlope_Nuclei,Intensity_TotalArea_Collagen,Intensity_TotalIntensity_Collagen,Metadata_Date,Metadata_Experiment,Metadata_FileLocation,Metadata_PosNum,Metadata_Well,Metadata_Year,PathName_Collagen,PathName_Nuclei
114.0,NT24-001-17012024-CNA35-647-C--A1--A1--W0001--P001--T00001--Z001--C03.ome.tif,NT24-001-17012024-CNA35-647-C--A1--A1--W0001--P001--T00001--Z001--C01.ome.tif,1,-0.9442281790412634,-1.6791388568751424,4665600,44451.03,NT24-001-17012024-CNA35-647-C,NT24_001,nan,001,W0001--A1--A1,Experiments_2024,/g/pepperkok/tuechler/Experiments_2024/NT24_001/NT24-001-17012024-CNA35-647-C/W0001--A1--A1/P001--A1--A1,/g/pepperkok/tuechler/Experiments_2024/NT24_001/NT24-001-17012024-CNA35-647-C/W0001--A1--A1/P001--A1--A1
Count_Nuclei,FileName_Collagen,FileName_Nuclei,ImageNumber,ImageQuality_PowerLogLogSlope_Collagen,ImageQuality_PowerLogLogSlope_Nuclei,Intensity_TotalArea_Collagen,Intensity_TotalIntensity_Collagen,Metadata_Date,Metadata_Experiment,Metadata_FileLocation,Metadata_PosNum,Metadata_Well,Metadata_Year,PathName_Collagen,PathName_Nuclei
136.0,NT24-001-17012024-CNA35-647-C--A1--A1--W0001--P002--T00001--Z001--C03.ome.tif,NT24-001-17012024-CNA35-647-C--A1--A1--W0001--P002--T00001--Z001--C01.ome.tif,2,-0.9599909675759091,-1.7499087032973715,4665600,43644.117,NT24-001-17012024-CNA35-647-C,NT24_001,nan,002,W0001--A1--A1,Experiments_2024,/g/pepperkok/tuechler/Experiments_2024/NT24_001/NT24-001-17012024-CNA35-647-C/W0001--A1--A1/P002--A1--A1,/g/pepperkok/tuechler/Experiments_2024/NT24_001/NT24-001-17012024-CNA35-647-C/W0001--A1--A1/P002--A1--A1
Count_Nuclei,FileName_Collagen,FileName_Nuclei,ImageNumber,ImageQuality_PowerLogLogSlope_Collagen,ImageQuality_PowerLogLogSlope_Nuclei,Intensity_TotalArea_Collagen,Intensity_TotalIntensity_Collagen,Metadata_Date,Metadata_Experiment,Metadata_FileLocation,Metadata_PosNum,Metadata_Well,Metadata_Year,PathName_Collagen,PathName_Nuclei
125.0,NT24-001-17012024-CNA35-647-C--A1--A1--W0001--P003--T00001--Z001--C03.ome.tif,NT24-001-17012024-CNA35-647-C--A1--A1--W0001--P003--T00001--Z001--C01.ome.tif,3,-0.9214566609239144,-1.635703206091991,4665600,38773.047,NT24-001-17012024-CNA35-647-C,NT24_001,nan,003,W0001--A1--A1,Experiments_2024,/g/pepperkok/tuechler/Experiments_2024/NT24_001/NT24-001-17012024-CNA35-647-C/W0001--A1--A1/P003--A1--A1,/g/pepperkok/tuechler/Experiments_2024/NT24_001/NT24-001-17012024-CNA35-647-C/W0001--A1--A1/P003--A1--A1
Count_Nuclei,FileName_Collagen,FileName_Nuclei,ImageNumber,ImageQuality_PowerLogLogSlope_Collagen,ImageQuality_PowerLogLogSlope_Nuclei,Intensity_TotalArea_Collagen,Intensity_TotalIntensity_Collagen,Metadata_Date,Metadata_Experiment,Metadata_FileLocation,Metadata_PosNum,Metadata_Well,Metadata_Year,PathName_Collagen,PathName_Nuclei
188.0,NT24-001-17012024-CNA35-647-C--A1--A1--W0001--P004--T00001--Z001--C03.ome.tif,NT24-001-17012024-CNA35-647-C--A1--A1--W0001--P004--T00001--Z001--C01.ome.tif,4,-0.7874365312262595,-1.658857856808467,4665600,42465.793,NT24-001-17012024-CNA35-647-C,NT24_001,nan,004,W0001--A1--A1,Experiments_2024,/g/pepperkok/tuechler/Experiments_2024/NT24_001/NT24-001-17012024-CNA35-647-C/W0001--A1--A1/P004--A1--A1,/g/pepperkok/tuechler/Experiments_2024/NT24_001/NT24-001-17012024-CNA35-647-C/W0001--A1--A1/P004--A1--A1
Count_Nuclei,FileName_Collagen,FileName_Nuclei,ImageNumber,ImageQuality_PowerLogLogSlope_Collagen,ImageQuality_PowerLogLogSlope_Nuclei,Intensity_TotalArea_Collagen,Intensity_TotalIntensity_Collagen,Metadata_Date,Metadata_Experiment,Metadata_FileLocation,Metadata_PosNum,Metadata_Well,Metadata_Year,PathName_Collagen,PathName_Nuclei
209.0,NT24-001-17012024-CNA35-647-C--A1--A1--W0001--P005--T00001--Z001--C03.ome.tif,NT24-001-17012024-CNA35-647-C--A1--A1--W0001--P005--T00001--Z001--C01.ome.tif,5,-0.8395603157257436,-1.6600129202952583,4665600,45693.695,NT24-001-17012024-CNA35-647-C,NT24_001,nan,005,W0001--A1--A1,Experiments_2024,/g/pepperkok/tuechler/Experiments_2024/NT24_001/NT24-001-17012024-CNA35-647-C/W0001--A1--A1/P005--A1--A1,/g/pepperkok/tuechler/Experiments_2024/NT24_001/NT24-001-17012024-CNA35-647-C/W0001--A1--A1/P005--A1--A1
Count_Nuclei,FileName_Collagen,FileName_Nuclei,ImageNumber,ImageQuality_PowerLogLogSlope_Collagen,ImageQuality_PowerLogLogSlope_Nuclei,Intensity_TotalArea_Collagen,Intensity_TotalIntensity_Collagen,Metadata_Date,Metadata_Experiment,Metadata_FileLocation,Metadata_PosNum,Metadata_Well,Metadata_Year,PathName_Collagen,PathName_Nuclei
